BUCKS,42.5
BULLS,32.5
CELTICS,40.5
CAVALIERS,56.5
CLIPPERS,48.5
GRIZZLIES,40.5
HAWKS,46.5
HEAT,37.5
HORNETS,27.5
JAZZ,18.5
KINGS,35.5
KNICKS,53.5
LAKERS,47.5
MAVERICKS,41.5
MAGIC,51.5
NETS,20.5
NUGGETS,53.5
PACERS,38.5
PELICANS,30.5
PISTONS,45.5
RAPTORS,39.5
ROCKETS,52.5
SEVENTY_SIXERS,42.5
SPURS,44.5
SUNS,31.5
THUNDER,62.5
TIMBERWOLVES,50.5
TRAIL_BLAZERS,35.5
WARRIORS,45.5
WIZARDS,21.5
