HAWKS,35.5
CELTICS,58.5
NETS,19.5
HORNETS,29.5
BULLS,27.5
CAVALIERS,47.5
MAVERICKS,49.5
NUGGETS,51.5
PISTONS,25.5
WARRIORS,43.5
ROCKETS,43.5
PACERS,47.5
CLIPPERS,40.5
LAKERS,43.5
GRIZZLIES,47.5
HEAT,44.5
BUCKS,50.5
TIMBERWOLVES,52.5
PELICANS,45.5
KNICKS,53.5
THUNDER,56.5
MAGIC,47.5
SEVENTY_SIXERS,52.5
SUNS,47.5
TRAIL_BLAZERS,21.5
KINGS,46.5
SPURS,36.5
RAPTORS,30.5
JAZZ,29.5
WIZARDS,21.5
